full_name,email,phone,role,is_active,status,tenant_id,school_name,created_at,last_login
حسن الزهراني,hsn.alzhrany.w25@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.480161+00,
حسن السبيعي,hsn.alsbyay.w52@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.035179+00,
حسن الصاعدي,hsn.alsaady.w22@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.463746+00,
حسن العجمي,hsn.alajmy.w17@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.435453+00,
حسن العنزي,hsn.alanzy.w234@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:11.159705+00,
حسن العنزي,hsn.alanzy.w41@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.56899+00,
حسن القحطاني,hsn.alqhtany.w219@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:11.041012+00,
حسن القحطاني,hsn.alqhtany.w231@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:11.141904+00,
حسن القحطاني,hsn.alqhtany.w227@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:11.119569+00,
حسن المالكي,hsn.almalky.w68@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.716905+00,
حسن المالكي,hsn.almalky.w204@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.470549+00,
حسن المطيري,hsn.almtyry.w42@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.574814+00,
خالد الأحمدي,khald.alahmdy.w32@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.51916+00,
خالد البقمي,khald.albqmy.w134@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.079879+00,
خالد التميمي,khald.altmymy.w148@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.632324+00,
خالد التميمي,khald.altmymy.w35@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.536131+00,
خالد التميمي,khald.altmymy.w104@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.913537+00,
خالد التميمي,khald.altmymy.w165@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.2522+00,
خالد التميمي,khald.altmymy.w50@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.618188+00,
خالد الجهني,khald.aljhny.w200@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.928631+00,
خالد الجهني,khald.aljhny.w171@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.76393+00,
خالد الحربي,khald.alhrby.w174@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.30331+00,
خالد الحربي,khald.alhrby.w164@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.725028+00,
خالد الحربي,khald.alhrby.w39@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.556978+00,
خالد الدوسري,khald.aldwsry.w110@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.391108+00,
خالد الدوسري,khald.aldwsry.w188@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.378693+00,
خالد الرشيدي,khald.alrshydy.w209@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.499224+00,
خالد الرشيدي,khald.alrshydy.w189@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.866506+00,
خالد الرويلي,khald.alrwyly.w114@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.969755+00,
خالد الزهراني,khald.alzhrany.w200@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.447442+00,
خالد الزهراني,khald.alzhrany.w117@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.985204+00,
خالد الزهراني,khald.alzhrany.w161@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.230109+00,
خالد السبيعي,khald.alsbyay.w211@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.509947+00,
خالد الشمري,khald.alshmry.w6@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:09.777816+00,
خالد الصاعدي,khald.alsaady.w188@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.860664+00,
خالد الصاعدي,khald.alsaady.w115@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.435366+00,
خالد العجمي,khald.alajmy.w38@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:09.959545+00,
خالد العجمي,khald.alajmy.w74@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.163115+00,
خالد العنزي,khald.alanzy.w54@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.046623+00,
خالد العنزي,khald.alanzy.w28@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:09.903599+00,
خالد الغامدي,khald.alghamdy.w240@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:11.193832+00,
خالد القحطاني,khald.alqhtany.w201@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.452988+00,
خالد القحطاني,khald.alqhtany.w38@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.551623+00,
خالد القحطاني,khald.alqhtany.w103@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.339365+00,
خالد المالكي,khald.almalky.w215@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.531709+00,
خالد المالكي,khald.almalky.w65@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.108883+00,
خالد المالكي,khald.almalky.w190@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.390697+00,
رائد الأحمدي,rayd.alahmdy.w157@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.205659+00,
رائد التميمي,rayd.altmymy.w120@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.001228+00,
رائد الجهني,rayd.aljhny.w227@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.599038+00,
رائد الدوسري,rayd.aldwsry.w203@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.464667+00,
رائد الرشيدي,rayd.alrshydy.w124@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.495026+00,
رائد السبيعي,rayd.alsbyay.w111@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.953053+00,
رائد الشمري,rayd.alshmry.w192@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.883227+00,
رائد الشمري,rayd.alshmry.w245@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:11.223223+00,
رائد الشمري,rayd.alshmry.w185@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.843335+00,
رائد الصاعدي,rayd.alsaady.w48@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.60772+00,
رائد العتيبي,rayd.alatyby.w144@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.135127+00,
رائد العتيبي,rayd.alatyby.w219@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.554224+00,
رائد العجمي,rayd.alajmy.w162@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.712474+00,
رائد العنزي,rayd.alanzy.w113@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.96423+00,
رائد العنزي,rayd.alanzy.w191@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.877428+00,
رائد الغامدي,rayd.alghamdy.w64@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.103611+00,
رائد الغامدي,rayd.alghamdy.w168@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.746215+00,
رائد الغامدي,rayd.alghamdy.w54@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.639996+00,
رائد القحطاني,rayd.alqhtany.w207@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.968879+00,
رائد القحطاني,rayd.alqhtany.w147@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.152044+00,
رائد المطيري,rayd.almtyry.w90@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.836446+00,
زياد الأحمدي,zyad.alahmdy.w142@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.598608+00,
زياد الحربي,zyad.alhrby.w152@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.178484+00,
زياد الرشيدي,zyad.alrshydy.w158@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.687563+00,
زياد الرشيدي,zyad.alrshydy.w140@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.113182+00,
زياد الرشيدي,zyad.alrshydy.w81@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.787837+00,
زياد الرويلي,zyad.alrwyly.w98@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.881121+00,
زياد الزهراني,zyad.alzhrany.w184@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.357832+00,
زياد الزهراني,zyad.alzhrany.w128@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.518614+00,
زياد الزهراني,zyad.alzhrany.w241@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:11.199115+00,
زياد السبيعي,zyad.alsbyay.w57@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.656438+00,
زياد الشمري,zyad.alshmry.w171@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.286144+00,
زياد الشمري,zyad.alshmry.w105@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.351241+00,
زياد الشمري,zyad.alshmry.w233@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.632584+00,
زياد الشمري,zyad.alshmry.w130@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.529998+00,
زياد الصاعدي,zyad.alsaady.w228@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.604215+00,
زياد الصاعدي,zyad.alsaady.w108@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.936564+00,
زياد الصاعدي,zyad.alsaady.w231@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.62098+00,
زياد العتيبي,zyad.alatyby.w212@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.999114+00,
زياد العتيبي,zyad.alatyby.w101@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.896874+00,
زياد العنزي,zyad.alanzy.w29@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.502463+00,
زياد الغامدي,zyad.alghamdy.w202@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.4582+00,
زياد الغامدي,zyad.alghamdy.w248@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.71506+00,
زياد القحطاني,zyad.alqhtany.w49@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.612962+00,
سعد الأحمدي,sad.alahmdy.w24@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:09.881736+00,
سعد الأحمدي,sad.alahmdy.w79@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.191192+00,
سعد التميمي,sad.altmymy.w250@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.727161+00,
سعد التميمي,sad.altmymy.w5@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.367281+00,
سعد التميمي,sad.altmymy.w199@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.441933+00,
سعد الجهني,sad.aljhny.w91@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.269096+00,
سعد الحربي,sad.alhrby.w141@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.592825+00,
سعد الدوسري,sad.aldwsry.w128@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.045883+00,
سعد الدوسري,sad.aldwsry.w176@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.313923+00,
سعد الرشيدي,sad.alrshydy.w72@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.151612+00,
سعد الشمري,sad.alshmry.w237@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.654779+00,
سعد الشمري,sad.alshmry.w197@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.430762+00,
سعد الشمري,sad.alshmry.w13@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:09.817626+00,
سعد الصاعدي,sad.alsaady.w4@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.361194+00,
سعد الغامدي,sad.alghamdy.w211@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.993103+00,
سعد الغامدي,sad.alghamdy.w191@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.396425+00,
سعد الغامدي,sad.alghamdy.w140@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.58661+00,
سعد المطيري,sad.almtyry.w139@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.107691+00,
سعد الوادعي,sad.alwaday.w53@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.040893+00,
سعد الوادعي,sad.alwaday.w28@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.497019+00,
سلطان الأحمدي,sltan.alahmdy.w57@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.064708+00,
سلطان البقمي,sltan.albqmy.w180@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.33541+00,
سلطان الجهني,sltan.aljhny.w150@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.643762+00,
سلطان الجهني,sltan.aljhny.w7@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:09.78342+00,
سلطان الجهني,sltan.aljhny.w100@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.322194+00,
سلطان الجهني,sltan.aljhny.w138@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.575148+00,
سلطان الحربي,sltan.alhrby.w15@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.424263+00,
سلطان الرشيدي,sltan.alrshydy.w78@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.771145+00,
سلطان الزهراني,sltan.alzhrany.w45@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.591748+00,
سلطان الزهراني,sltan.alzhrany.w147@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.626641+00,
سلطان السبيعي,sltan.alsbyay.w96@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.870446+00,
سلطان السبيعي,sltan.alsbyay.w15@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:09.829193+00,
سلطان الشمري,sltan.alshmry.w69@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.722553+00,
سلطان الصاعدي,sltan.alsaady.w151@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.64943+00,
سلطان الصاعدي,sltan.alsaady.w92@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.848044+00,
سلطان العجمي,sltan.alajmy.w97@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.875659+00,
سلطان الغامدي,sltan.alghamdy.w23@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:09.875925+00,
سلطان القحطاني,sltan.alqhtany.w160@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.699002+00,
سلطان المطيري,sltan.almtyry.w170@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.758086+00,
سلطان الوادعي,sltan.alwaday.w59@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:08.666798+00,
سلطان الوادعي,sltan.alwaday.w166@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.735465+00,
طارق الأحمدي,tarq.alahmdy.w114@gmail.com,,parent,t,active,e99d639a-2d11-4d93-bc3f-f15cfb5e45e0,أكاديمية ابن سينا الدولية,2026-04-16 02:04:10.424728+00,
طارق التميمي,tarq.altmymy.w133@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.074736+00,
طارق التميمي,tarq.altmymy.w241@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.675996+00,
طارق الحربي,tarq.alhrby.w213@gmail.com,,parent,t,active,cfe73b06-0945-4d9a-acbb-9bc960d43a89,مدرسة الفارابي للتعليم الأساسي,2026-04-16 02:04:09.520133+00,
